Left-to-right mark	369817	por	Qual o lugar mais bonito do mundo?‎	MUIRIEL	2010-03-07 22:21:42	2010-07-30 15:38:33
Colon: succeeded by letter or punctuation	6691240	por	"O próprio rei / manda que o livrem logo das algemas / e apertados grilhões, e em tom de amigo diz-lhe:"	carlosalberto	2018-02-14 22:01:14	2018-02-14 22:01:14
Final punctuation	6691240	por	"O próprio rei / manda que o livrem logo das algemas / e apertados grilhões, e em tom de amigo diz-lhe:"	carlosalberto	2018-02-14 22:01:14	2018-02-14 22:01:14
English quotation marks: unopened closing mark	6691359	por	"Quem quer que sejas, doravante esquece os gregos, / que deixas para trás, pois serás um dos nossos. / Agora, fala-me a verdade: de quem foi / a ideia de erigir essa montanha / em forma de cavalo? A que o destinam? / É voto aos deuses? Será máquina de guerra?”	carlosalberto	2018-02-14 22:57:03	2018-02-14 22:57:03
Straight quotation marks: odd number	6691359	por	"Quem quer que sejas, doravante esquece os gregos, / que deixas para trás, pois serás um dos nossos. / Agora, fala-me a verdade: de quem foi / a ideia de erigir essa montanha / em forma de cavalo? A que o destinam? / É voto aos deuses? Será máquina de guerra?”	carlosalberto	2018-02-14 22:57:03	2018-02-14 22:57:03
Quotation marks: mixed curly and straight	6691359	por	"Quem quer que sejas, doravante esquece os gregos, / que deixas para trás, pois serás um dos nossos. / Agora, fala-me a verdade: de quem foi / a ideia de erigir essa montanha / em forma de cavalo? A que o destinam? / É voto aos deuses? Será máquina de guerra?”	carlosalberto	2018-02-14 22:57:03	2018-02-14 22:57:03
Colon: succeeded by letter or punctuation	6691515	por	"O tal Sínon, versado nos embustes / e astúcias dos argivos, ergue aos céus / as liberadas mãos e patético exclama:"	carlosalberto	2018-02-15 02:39:58	2018-04-26 18:34:23
Final punctuation	6691515	por	"O tal Sínon, versado nos embustes / e astúcias dos argivos, ergue aos céus / as liberadas mãos e patético exclama:"	carlosalberto	2018-02-15 02:39:58	2018-04-26 18:34:23
English quotation marks: unopened closing mark	6699700	por	"E se por vós for profanada essa oferenda / à deusa destinada, um terrível desastre / (que os céus façam cair sobre o vidente o agouro!) / aguarda Príamo e o troiano império; / mas, se vós mesmos na cidade a introduzirdes, / então com grande exército a Ásia em peso / contra o Peloponeso há de marchar, diz Calcas, / levando a perdição aos nossos descendentes.”	carlosalberto	2018-02-19 20:06:49	2018-02-19 20:06:49
Straight quotation marks: odd number	6699700	por	"E se por vós for profanada essa oferenda / à deusa destinada, um terrível desastre / (que os céus façam cair sobre o vidente o agouro!) / aguarda Príamo e o troiano império; / mas, se vós mesmos na cidade a introduzirdes, / então com grande exército a Ásia em peso / contra o Peloponeso há de marchar, diz Calcas, / levando a perdição aos nossos descendentes.”	carlosalberto	2018-02-19 20:06:49	2018-02-19 20:06:49
Quotation marks: mixed curly and straight	6699700	por	"E se por vós for profanada essa oferenda / à deusa destinada, um terrível desastre / (que os céus façam cair sobre o vidente o agouro!) / aguarda Príamo e o troiano império; / mas, se vós mesmos na cidade a introduzirdes, / então com grande exército a Ásia em peso / contra o Peloponeso há de marchar, diz Calcas, / levando a perdição aos nossos descendentes.”	carlosalberto	2018-02-19 20:06:49	2018-02-19 20:06:49
Final punctuation	6707631	por	Senado e povo romano	lucasmg123	2018-02-24 01:04:09	2018-02-24 01:04:09
Final punctuation	6719611	por	Ontem um de meus amigos que não vejo há anos me telefonou de repente me pedindo que lhe emprestasse dinheiro	lucasmg123	2018-02-27 21:09:02	2018-02-27 21:09:02
Final punctuation	6744605	por	Vi-me também chorando, e ao grande herói / com sentimento estas palavras dirigi:	carlosalberto	2018-03-09 13:55:51	2018-03-09 13:55:51
Straight quotation marks: odd number	6757951	por	"De onde o Giorgos é? "Ele é da Grécia."	Ricardo14	2018-03-09 18:27:32	2018-03-09 18:27:32
English quotation marks: unclosed opening mark	6758245	por	Não se importa / com minhas vãs perguntas, mas, soltando / longo suspiro, diz, com grande esforço: / “Foge, ó filho de Vênus, que a cidade / em poder do inimigo, em chamas se consome; / de seu fastígio Troia hoje desaba. / Bastante já fizemos pela pátria / e pelo rei."	carlosalberto	2018-03-09 20:30:17	2018-03-09 20:30:17
Straight quotation marks: odd number	6758245	por	Não se importa / com minhas vãs perguntas, mas, soltando / longo suspiro, diz, com grande esforço: / “Foge, ó filho de Vênus, que a cidade / em poder do inimigo, em chamas se consome; / de seu fastígio Troia hoje desaba. / Bastante já fizemos pela pátria / e pelo rei."	carlosalberto	2018-03-09 20:30:17	2018-03-09 20:30:17
Quotation marks: mixed curly and straight	6758245	por	Não se importa / com minhas vãs perguntas, mas, soltando / longo suspiro, diz, com grande esforço: / “Foge, ó filho de Vênus, que a cidade / em poder do inimigo, em chamas se consome; / de seu fastígio Troia hoje desaba. / Bastante já fizemos pela pátria / e pelo rei."	carlosalberto	2018-03-09 20:30:17	2018-03-09 20:30:17
Final punctuation	6761136	por	Ela é austríaca,	Ricardo14	2018-03-10 15:12:00	2018-03-10 15:12:00
English quotation marks: unopened closing mark	6766675	por	"Tua pátria confia-te os objetos / de seu culto e seus deuses: companheiros / que possam eles ser do teu destino. / Recebe-os e procura-lhes construir / imponente cidade, assim que se conclua / tua incerta jornada pelo mar.”	carlosalberto	2018-03-12 18:17:02	2018-03-12 18:17:02
Straight quotation marks: odd number	6766675	por	"Tua pátria confia-te os objetos / de seu culto e seus deuses: companheiros / que possam eles ser do teu destino. / Recebe-os e procura-lhes construir / imponente cidade, assim que se conclua / tua incerta jornada pelo mar.”	carlosalberto	2018-03-12 18:17:02	2018-03-12 18:17:02
Quotation marks: mixed curly and straight	6766675	por	"Tua pátria confia-te os objetos / de seu culto e seus deuses: companheiros / que possam eles ser do teu destino. / Recebe-os e procura-lhes construir / imponente cidade, assim que se conclua / tua incerta jornada pelo mar.”	carlosalberto	2018-03-12 18:17:02	2018-03-12 18:17:02
Final punctuation	6770469	por	Isto é o prato do Tom	bookwolf	2018-03-14 09:36:37	2018-03-14 09:36:37
English quotation marks: unclosed opening mark	6773139	por	Mal lhe faço as perguntas, me responde / em soluços: “Dardânia viu chegar / seu derradeiro dia, o inelutável fim. / Ílio acabou, troianos já não somos; / da teucra estirpe ora se esfuma a excelsa glória. / Júpiter inclemente a mais completa / vitória concedeu aos filhos de Argos, / que sobre Troia em chamas senhoreiam."	carlosalberto	2018-03-15 13:50:39	2018-03-15 13:50:39
Straight quotation marks: odd number	6773139	por	Mal lhe faço as perguntas, me responde / em soluços: “Dardânia viu chegar / seu derradeiro dia, o inelutável fim. / Ílio acabou, troianos já não somos; / da teucra estirpe ora se esfuma a excelsa glória. / Júpiter inclemente a mais completa / vitória concedeu aos filhos de Argos, / que sobre Troia em chamas senhoreiam."	carlosalberto	2018-03-15 13:50:39	2018-03-15 13:50:39
Quotation marks: mixed curly and straight	6773139	por	Mal lhe faço as perguntas, me responde / em soluços: “Dardânia viu chegar / seu derradeiro dia, o inelutável fim. / Ílio acabou, troianos já não somos; / da teucra estirpe ora se esfuma a excelsa glória. / Júpiter inclemente a mais completa / vitória concedeu aos filhos de Argos, / que sobre Troia em chamas senhoreiam."	carlosalberto	2018-03-15 13:50:39	2018-03-15 13:50:39
English quotation marks: unopened closing mark	6773907	por	"Muitos, lanças em riste, estão bloqueando / as ruas e as passagens mais estreitas: / aguçada barreira de aço nu, / que reluz prestes a ferir de morte. / Só as mais avançadas sentinelas / os portões ainda tentam defender, / desesperada e inutilmente resistindo.”	carlosalberto	2018-03-15 19:06:27	2018-03-15 19:06:27
Straight quotation marks: odd number	6773907	por	"Muitos, lanças em riste, estão bloqueando / as ruas e as passagens mais estreitas: / aguçada barreira de aço nu, / que reluz prestes a ferir de morte. / Só as mais avançadas sentinelas / os portões ainda tentam defender, / desesperada e inutilmente resistindo.”	carlosalberto	2018-03-15 19:06:27	2018-03-15 19:06:27
Quotation marks: mixed curly and straight	6773907	por	"Muitos, lanças em riste, estão bloqueando / as ruas e as passagens mais estreitas: / aguçada barreira de aço nu, / que reluz prestes a ferir de morte. / Só as mais avançadas sentinelas / os portões ainda tentam defender, / desesperada e inutilmente resistindo.”	carlosalberto	2018-03-15 19:06:27	2018-03-15 19:06:27
Final punctuation	6774395	por	Eu quero o Tom	Ricardo14	2018-03-16 00:53:53	2018-03-16 00:53:53
Final punctuation	6774437	por	Sentimos saudades de você,	Ricardo14	2018-03-16 00:53:59	2018-03-16 00:53:59
Final punctuation	6774482	por	O Tom gosta,	Ricardo14	2018-03-16 00:54:08	2018-03-16 00:54:08
Final punctuation	6776384	por	Eu gostaria que não tivéssemos mentido para Tom	ska2	2018-03-17 00:01:22	2018-03-17 00:01:22
English quotation marks: unclosed opening mark	6777463	por	Vendo-os assim reunidos e dispostos / a lutar, lhes falei: “Bravíssimos guerreiros! / Bem podeis ver qual é a nossa situação: / todos os deuses que este império sustentavam / já nos deixaram, desertando de seus templos, / de seus altares; socorreis em vão / uma cidade em chamas. Se estais mesmo / determinados a seguir alguém / pronto ao máximo ousar, então que nos lancemos / ao mais aceso da refrega e pereçamos."	carlosalberto	2018-03-17 14:06:53	2018-03-17 14:06:53
Straight quotation marks: odd number	6777463	por	Vendo-os assim reunidos e dispostos / a lutar, lhes falei: “Bravíssimos guerreiros! / Bem podeis ver qual é a nossa situação: / todos os deuses que este império sustentavam / já nos deixaram, desertando de seus templos, / de seus altares; socorreis em vão / uma cidade em chamas. Se estais mesmo / determinados a seguir alguém / pronto ao máximo ousar, então que nos lancemos / ao mais aceso da refrega e pereçamos."	carlosalberto	2018-03-17 14:06:53	2018-03-17 14:06:53
Quotation marks: mixed curly and straight	6777463	por	Vendo-os assim reunidos e dispostos / a lutar, lhes falei: “Bravíssimos guerreiros! / Bem podeis ver qual é a nossa situação: / todos os deuses que este império sustentavam / já nos deixaram, desertando de seus templos, / de seus altares; socorreis em vão / uma cidade em chamas. Se estais mesmo / determinados a seguir alguém / pronto ao máximo ousar, então que nos lancemos / ao mais aceso da refrega e pereçamos."	carlosalberto	2018-03-17 14:06:53	2018-03-17 14:06:53
English quotation marks: unopened closing mark	6777593	por	"Para os vencidos que não têm mais esperança, / o remédio é só um: desesperar-se.”	carlosalberto	2018-03-17 15:10:12	2018-03-17 15:33:32
Straight quotation marks: odd number	6777593	por	"Para os vencidos que não têm mais esperança, / o remédio é só um: desesperar-se.”	carlosalberto	2018-03-17 15:10:12	2018-03-17 15:33:32
Quotation marks: mixed curly and straight	6777593	por	"Para os vencidos que não têm mais esperança, / o remédio é só um: desesperar-se.”	carlosalberto	2018-03-17 15:10:12	2018-03-17 15:33:32
Final punctuation	6780796	por	Tom está indo bem;	Ricardo14	2018-03-19 02:06:29	2018-03-19 02:06:29
Final punctuation	6780827	por	Tenho que dizer não	Ricardo14	2018-03-19 02:06:33	2018-03-19 02:06:33
Final punctuation	6780969	por	O Tom está lá	Ricardo14	2018-03-19 02:09:44	2018-03-19 02:09:44
Final punctuation	6781186	por	Não quero brincar	Ricardo14	2018-03-19 02:14:28	2018-03-19 02:14:28
Final punctuation	6781381	por	Estarei lá	Ricardo14	2018-03-19 02:28:07	2018-03-19 02:28:07
Final punctuation	6781416	por	Essa é por minha conta;	Ricardo14	2018-03-19 02:28:14	2018-03-19 02:28:14
Final punctuation	6781496	por	Como você faria:	Ricardo14	2018-03-19 02:28:44	2018-03-19 02:28:44
Final punctuation	6782789	por	Os deputados estão sob pressão política	ska2	2018-03-19 13:51:35	2018-03-19 13:51:35
Parentheses: opening mark preceeded by letter or digit	6812387	por	Eu não posso fazer tudo sozinho(a).	D0UG	2018-03-31 05:38:03	2018-03-31 05:38:03
Parentheses: opening mark preceeded by letter or digit	6812389	por	Eu não acho que posso fazer tudo sozinho(a).	D0UG	2018-03-31 05:39:19	2018-03-31 05:39:19
Dieresis: not used	6812613	por	O time mais antigo ainda em atividade no Mundo é o Verein für Leibesübungen Bochum 1848, da Alemanha. Está ativo desde 1848.	Ricardo14	2018-03-31 07:40:20	2018-03-31 07:40:20
English quotation marks: unclosed opening mark	6820830	por	Então Corebo, entusiasmado com o sucesso / da corajosa ação, diz: “Meus amigos, / sigamos o caminho favorável / à salvação mostrado agora pelos fados."	carlosalberto	2018-04-05 13:09:49	2018-04-05 13:09:49
Straight quotation marks: odd number	6820830	por	Então Corebo, entusiasmado com o sucesso / da corajosa ação, diz: “Meus amigos, / sigamos o caminho favorável / à salvação mostrado agora pelos fados."	carlosalberto	2018-04-05 13:09:49	2018-04-05 13:09:49
Quotation marks: mixed curly and straight	6820830	por	Então Corebo, entusiasmado com o sucesso / da corajosa ação, diz: “Meus amigos, / sigamos o caminho favorável / à salvação mostrado agora pelos fados."	carlosalberto	2018-04-05 13:09:49	2018-04-05 13:09:49
Final punctuation	6828717	por	O Tom sabe que ele trapaceava,	Ricardo14	2018-04-10 12:17:27	2018-04-10 12:17:27
English quotation marks: unclosed opening mark	6844788	por	Ao ver Príamo usando armas de moço, / a rainha exclamou: “Mas que delírio cruel, / meu pobre esposo, faz que te revistas / desse aparato bélico? Aonde vais / com tanta pressa?"	carlosalberto	2018-04-19 00:06:28	2018-04-19 00:06:28
Straight quotation marks: odd number	6844788	por	Ao ver Príamo usando armas de moço, / a rainha exclamou: “Mas que delírio cruel, / meu pobre esposo, faz que te revistas / desse aparato bélico? Aonde vais / com tanta pressa?"	carlosalberto	2018-04-19 00:06:28	2018-04-19 00:06:28
Quotation marks: mixed curly and straight	6844788	por	Ao ver Príamo usando armas de moço, / a rainha exclamou: “Mas que delírio cruel, / meu pobre esposo, faz que te revistas / desse aparato bélico? Aonde vais / com tanta pressa?"	carlosalberto	2018-04-19 00:06:28	2018-04-19 00:06:28
English quotation marks: unopened closing mark	6845646	por	"Vem, fica ao nosso lado; o altar protegerá / a todos nós ou juntos morreremos.”	carlosalberto	2018-04-19 12:21:16	2018-04-19 12:21:16
Straight quotation marks: odd number	6845646	por	"Vem, fica ao nosso lado; o altar protegerá / a todos nós ou juntos morreremos.”	carlosalberto	2018-04-19 12:21:16	2018-04-19 12:21:16
Quotation marks: mixed curly and straight	6845646	por	"Vem, fica ao nosso lado; o altar protegerá / a todos nós ou juntos morreremos.”	carlosalberto	2018-04-19 12:21:16	2018-04-19 12:21:16
Final punctuation	6846485	por	Sentindo embora Príamo da morte / o cerco se fechando, a cólera não pôde / conter e assim desabafou:	carlosalberto	2018-04-19 19:31:21	2018-04-19 19:31:21
English quotation marks: unclosed opening mark	6846502	por	“Por este crime, / por audácia tamanha o céu te pague, / se há Providência para tais atrocidades, / na moeda que mereces e premie / condignamente a ti, que presenciar me fazes / a morte de meu filho, profanando / as cãs do pai com o sangue do rebento."	carlosalberto	2018-04-19 20:14:49	2018-04-19 20:14:49
Straight quotation marks: odd number	6846502	por	“Por este crime, / por audácia tamanha o céu te pague, / se há Providência para tais atrocidades, / na moeda que mereces e premie / condignamente a ti, que presenciar me fazes / a morte de meu filho, profanando / as cãs do pai com o sangue do rebento."	carlosalberto	2018-04-19 20:14:49	2018-04-19 20:14:49
Quotation marks: mixed curly and straight	6846502	por	“Por este crime, / por audácia tamanha o céu te pague, / se há Providência para tais atrocidades, / na moeda que mereces e premie / condignamente a ti, que presenciar me fazes / a morte de meu filho, profanando / as cãs do pai com o sangue do rebento."	carlosalberto	2018-04-19 20:14:49	2018-04-19 20:14:49
English quotation marks: unopened closing mark	6847795	por	"De outra maneira se houve o próprio Aquiles, / meu inimigo, que tua língua mentirosa / chama de pai: teve o pudor de respeitar-me / os direitos e a fé do suplicante; / ao cadáver de Heitor as honras do sepulcro / concedeu, permitindo-me voltar / em paz aos meus domínios.”	carlosalberto	2018-04-20 13:36:35	2018-04-20 13:36:35
Straight quotation marks: odd number	6847795	por	"De outra maneira se houve o próprio Aquiles, / meu inimigo, que tua língua mentirosa / chama de pai: teve o pudor de respeitar-me / os direitos e a fé do suplicante; / ao cadáver de Heitor as honras do sepulcro / concedeu, permitindo-me voltar / em paz aos meus domínios.”	carlosalberto	2018-04-20 13:36:35	2018-04-20 13:36:35
Quotation marks: mixed curly and straight	6847795	por	"De outra maneira se houve o próprio Aquiles, / meu inimigo, que tua língua mentirosa / chama de pai: teve o pudor de respeitar-me / os direitos e a fé do suplicante; / ao cadáver de Heitor as honras do sepulcro / concedeu, permitindo-me voltar / em paz aos meus domínios.”	carlosalberto	2018-04-20 13:36:35	2018-04-20 13:36:35
English quotation marks: unclosed opening mark	6848138	por	Replica Pirro: “Pois tudo isto vais contar / ao Pelida, meu pai; lembra-te bem / de todo o rol dos meus desmandos, para que ele / perceba quão degenerado está seu sangue."	carlosalberto	2018-04-20 17:46:16	2018-04-20 17:46:16
Straight quotation marks: odd number	6848138	por	Replica Pirro: “Pois tudo isto vais contar / ao Pelida, meu pai; lembra-te bem / de todo o rol dos meus desmandos, para que ele / perceba quão degenerado está seu sangue."	carlosalberto	2018-04-20 17:46:16	2018-04-20 17:46:16
Quotation marks: mixed curly and straight	6848138	por	Replica Pirro: “Pois tudo isto vais contar / ao Pelida, meu pai; lembra-te bem / de todo o rol dos meus desmandos, para que ele / perceba quão degenerado está seu sangue."	carlosalberto	2018-04-20 17:46:16	2018-04-20 17:46:16
English quotation marks: unopened closing mark	6848308	por	"Agora, morre.” Assim dizendo, arrasta / até o altar o ancião, que a tremer escorrega / num mar de sangue de seu filho; agarra-o / pelos cabelos com a mão esquerda / e brande com a direita a espada coruscante, / até aos copos enterrando-lha no peito.	carlosalberto	2018-04-20 18:34:46	2018-04-20 18:34:46
Straight quotation marks: odd number	6848308	por	"Agora, morre.” Assim dizendo, arrasta / até o altar o ancião, que a tremer escorrega / num mar de sangue de seu filho; agarra-o / pelos cabelos com a mão esquerda / e brande com a direita a espada coruscante, / até aos copos enterrando-lha no peito.	carlosalberto	2018-04-20 18:34:46	2018-04-20 18:34:46
Quotation marks: mixed curly and straight	6848308	por	"Agora, morre.” Assim dizendo, arrasta / até o altar o ancião, que a tremer escorrega / num mar de sangue de seu filho; agarra-o / pelos cabelos com a mão esquerda / e brande com a direita a espada coruscante, / até aos copos enterrando-lha no peito.	carlosalberto	2018-04-20 18:34:46	2018-04-20 18:34:46
English quotation marks: unclosed opening mark	6854178	por	Pensei: “Não é que ela vai mesmo, sã e salva, / ver Micenas, Esparta, esposo, pais e filhos, / à pátria regressando em triunfo, qual rainha / à frente de um cortejo de mulheres / de Ílio e de toda a Frígia escravizadas! / Depois de Príamo haver sido morto a espada! / Depois de Troia ter ardido em vasto incêndio! / Depois de o litoral dardânio tantas vezes / ter-se embebido em nosso sangue!"	carlosalberto	2018-04-23 23:44:18	2018-04-23 23:44:18
Straight quotation marks: odd number	6854178	por	Pensei: “Não é que ela vai mesmo, sã e salva, / ver Micenas, Esparta, esposo, pais e filhos, / à pátria regressando em triunfo, qual rainha / à frente de um cortejo de mulheres / de Ílio e de toda a Frígia escravizadas! / Depois de Príamo haver sido morto a espada! / Depois de Troia ter ardido em vasto incêndio! / Depois de o litoral dardânio tantas vezes / ter-se embebido em nosso sangue!"	carlosalberto	2018-04-23 23:44:18	2018-04-23 23:44:18
Quotation marks: mixed curly and straight	6854178	por	Pensei: “Não é que ela vai mesmo, sã e salva, / ver Micenas, Esparta, esposo, pais e filhos, / à pátria regressando em triunfo, qual rainha / à frente de um cortejo de mulheres / de Ílio e de toda a Frígia escravizadas! / Depois de Príamo haver sido morto a espada! / Depois de Troia ter ardido em vasto incêndio! / Depois de o litoral dardânio tantas vezes / ter-se embebido em nosso sangue!"	carlosalberto	2018-04-23 23:44:18	2018-04-23 23:44:18
English quotation marks: unopened closing mark	6854956	por	"Não, / isso não deve acontecer. Se não há glória / em punir-se de morte a feminil fraqueza, / se tal façanha a seu autor não enobrece, / terei ao menos o laurel de eliminar / essa execrável criminosa, que o merece. / Com prazer dando pasto às chamas do desejo / de vingança, dos meus contentarei as cinzas.”	carlosalberto	2018-04-24 14:21:41	2018-04-24 14:22:32
Straight quotation marks: odd number	6854956	por	"Não, / isso não deve acontecer. Se não há glória / em punir-se de morte a feminil fraqueza, / se tal façanha a seu autor não enobrece, / terei ao menos o laurel de eliminar / essa execrável criminosa, que o merece. / Com prazer dando pasto às chamas do desejo / de vingança, dos meus contentarei as cinzas.”	carlosalberto	2018-04-24 14:21:41	2018-04-24 14:22:32
Quotation marks: mixed curly and straight	6854956	por	"Não, / isso não deve acontecer. Se não há glória / em punir-se de morte a feminil fraqueza, / se tal façanha a seu autor não enobrece, / terei ao menos o laurel de eliminar / essa execrável criminosa, que o merece. / Com prazer dando pasto às chamas do desejo / de vingança, dos meus contentarei as cinzas.”	carlosalberto	2018-04-24 14:21:41	2018-04-24 14:22:32
Final punctuation	6855070	por	Tais pensamentos a inquietar-me o coração / e a deixar-me furioso, eis, mais brilhante / do que jamais puderam vê-la estes meus olhos, / numa auréola de luz finíssima, na noite, / em manifesta condição de deusa, / surge-me aquela que me deu a luz da vida, / tão bela, creio, e majestosa qual no Olimpo / aos seus pares costuma se mostrar. / Pelo braço detém-me e, suavemente, / com seus lábios de rosa diz:	carlosalberto	2018-04-24 15:58:32	2018-04-25 17:20:03
English quotation marks: unclosed opening mark	6855461	por	“Meu filho, / que mágoa tão pungente excita essa paixão / indomável? Deliras? Onde está / teu apreço por nós?"	carlosalberto	2018-04-24 21:05:40	2018-04-24 21:05:40
Straight quotation marks: odd number	6855461	por	“Meu filho, / que mágoa tão pungente excita essa paixão / indomável? Deliras? Onde está / teu apreço por nós?"	carlosalberto	2018-04-24 21:05:40	2018-04-24 21:05:40
Quotation marks: mixed curly and straight	6855461	por	“Meu filho, / que mágoa tão pungente excita essa paixão / indomável? Deliras? Onde está / teu apreço por nós?"	carlosalberto	2018-04-24 21:05:40	2018-04-24 21:05:40
English quotation marks: unopened closing mark	6857634	por	"Foge depressa, filho, à lida vã põe termo. / A teu lado estarei até deixar-te / em segurança junto ao lar paterno.”	carlosalberto	2018-04-26 13:33:28	2018-04-26 13:33:28
Straight quotation marks: odd number	6857634	por	"Foge depressa, filho, à lida vã põe termo. / A teu lado estarei até deixar-te / em segurança junto ao lar paterno.”	carlosalberto	2018-04-26 13:33:28	2018-04-26 13:33:28
Quotation marks: mixed curly and straight	6857634	por	"Foge depressa, filho, à lida vã põe termo. / A teu lado estarei até deixar-te / em segurança junto ao lar paterno.”	carlosalberto	2018-04-26 13:33:28	2018-04-26 13:33:28
English quotation marks: unclosed opening mark	6859857	por	“Vós que estais no vigor da mocidade, / vós que tendes saúde e robustez / bastantes, diz, é que deveis fugir."	carlosalberto	2018-04-27 22:35:24	2018-04-27 22:35:24
Straight quotation marks: odd number	6859857	por	“Vós que estais no vigor da mocidade, / vós que tendes saúde e robustez / bastantes, diz, é que deveis fugir."	carlosalberto	2018-04-27 22:35:24	2018-04-27 22:35:24
Quotation marks: mixed curly and straight	6859857	por	“Vós que estais no vigor da mocidade, / vós que tendes saúde e robustez / bastantes, diz, é que deveis fugir."	carlosalberto	2018-04-27 22:35:24	2018-04-27 22:35:24
English quotation marks: unopened closing mark	6860101	por	"Há muito tempo odiado pelo Olimpo, / venho arrastando inutilmente a vida, / desde que o pai dos deuses, rei dos homens, / de leve me atingiu com o vento de seu raio / e com dedo de fogo me marcou.”	carlosalberto	2018-04-28 01:39:44	2018-04-28 01:39:44
Straight quotation marks: odd number	6860101	por	"Há muito tempo odiado pelo Olimpo, / venho arrastando inutilmente a vida, / desde que o pai dos deuses, rei dos homens, / de leve me atingiu com o vento de seu raio / e com dedo de fogo me marcou.”	carlosalberto	2018-04-28 01:39:44	2018-04-28 01:39:44
Quotation marks: mixed curly and straight	6860101	por	"Há muito tempo odiado pelo Olimpo, / venho arrastando inutilmente a vida, / desde que o pai dos deuses, rei dos homens, / de leve me atingiu com o vento de seu raio / e com dedo de fogo me marcou.”	carlosalberto	2018-04-28 01:39:44	2018-04-28 01:39:44
English quotation marks: unclosed opening mark	6860787	por	“Acreditaste mesmo, ó pai, que eu poderia / arredar pé daqui – disse eu – te abandonando? / Como foram capazes os teus lábios / paternos de ordenar impiedade tamanha?"	carlosalberto	2018-04-28 14:24:29	2018-04-28 14:24:29
Straight quotation marks: odd number	6860787	por	“Acreditaste mesmo, ó pai, que eu poderia / arredar pé daqui – disse eu – te abandonando? / Como foram capazes os teus lábios / paternos de ordenar impiedade tamanha?"	carlosalberto	2018-04-28 14:24:29	2018-04-28 14:24:29
Quotation marks: mixed curly and straight	6860787	por	“Acreditaste mesmo, ó pai, que eu poderia / arredar pé daqui – disse eu – te abandonando? / Como foram capazes os teus lábios / paternos de ordenar impiedade tamanha?"	carlosalberto	2018-04-28 14:24:29	2018-04-28 14:24:29
English quotation marks: unopened closing mark	6867363	por	"Trazei-me as armas, servos, minhas armas! / Soa a hora suprema dos vencidos. / Vou lançar-me outra vez aos gregos, permiti / que eu de novos combates participe, / porque de modo algum aceitarei / morrermos hoje sem que eu cobre com meu braço, / pela vida de todos, alto preço.”	carlosalberto	2018-05-02 17:29:04	2018-05-02 17:29:04
Straight quotation marks: odd number	6867363	por	"Trazei-me as armas, servos, minhas armas! / Soa a hora suprema dos vencidos. / Vou lançar-me outra vez aos gregos, permiti / que eu de novos combates participe, / porque de modo algum aceitarei / morrermos hoje sem que eu cobre com meu braço, / pela vida de todos, alto preço.”	carlosalberto	2018-05-02 17:29:04	2018-05-02 17:29:04
Quotation marks: mixed curly and straight	6867363	por	"Trazei-me as armas, servos, minhas armas! / Soa a hora suprema dos vencidos. / Vou lançar-me outra vez aos gregos, permiti / que eu de novos combates participe, / porque de modo algum aceitarei / morrermos hoje sem que eu cobre com meu braço, / pela vida de todos, alto preço.”	carlosalberto	2018-05-02 17:29:04	2018-05-02 17:29:04
Final punctuation	6867600	por	Cinjo de novo a espada e, ao braço esquerdo / afivelando a alça do escudo, vou saindo, / quando Creúsa no limiar me atalha / e, ajoelhando-se, em pranto, aponta-me meu filho, / o pequenino Iulo, e grita:	carlosalberto	2018-05-02 21:23:15	2018-05-04 23:25:01
English quotation marks: unopened closing mark	6872270	por	"Se tu partes / decidido a morrer, arrasta-nos contigo / para o que der e vier; porém, se tens confiança / nessas armas, que sabes quanto valem, / defende então primeiro o nosso lar. / Com quem pensas deixar o teu filhinho? / A quem confias o teu velho pai / e esta esposa que um dia tanto amaste?”	carlosalberto	2018-05-03 15:46:29	2018-05-03 16:13:56
Straight quotation marks: odd number	6872270	por	"Se tu partes / decidido a morrer, arrasta-nos contigo / para o que der e vier; porém, se tens confiança / nessas armas, que sabes quanto valem, / defende então primeiro o nosso lar. / Com quem pensas deixar o teu filhinho? / A quem confias o teu velho pai / e esta esposa que um dia tanto amaste?”	carlosalberto	2018-05-03 15:46:29	2018-05-03 16:13:56
Quotation marks: mixed curly and straight	6872270	por	"Se tu partes / decidido a morrer, arrasta-nos contigo / para o que der e vier; porém, se tens confiança / nessas armas, que sabes quanto valem, / defende então primeiro o nosso lar. / Com quem pensas deixar o teu filhinho? / A quem confias o teu velho pai / e esta esposa que um dia tanto amaste?”	carlosalberto	2018-05-03 15:46:29	2018-05-03 16:13:56
Final punctuation	6876496	por	Então meu pai se dá por vencido e, de pé, / reverencia o sinal santo do meteoro / e fala aos deuses:	carlosalberto	2018-05-05 14:09:28	2018-05-05 14:09:28
English quotation marks: unclosed opening mark	6876692	por	“Vem, pai querido – exclamo –, vem montar, / que eu te ajudo, em meus ombros; o teu peso / para mim não será nada demais."	carlosalberto	2018-05-05 16:35:21	2018-05-05 16:35:21
Straight quotation marks: odd number	6876692	por	“Vem, pai querido – exclamo –, vem montar, / que eu te ajudo, em meus ombros; o teu peso / para mim não será nada demais."	carlosalberto	2018-05-05 16:35:21	2018-05-05 16:35:21
Quotation marks: mixed curly and straight	6876692	por	“Vem, pai querido – exclamo –, vem montar, / que eu te ajudo, em meus ombros; o teu peso / para mim não será nada demais."	carlosalberto	2018-05-05 16:35:21	2018-05-05 16:35:21
