32	0x20	 	75898	5299971	tgl	Di ako magpapatalo!	katalex	2016-07-25 16:07:26	2016-07-25 16:07:26
593	0x251	ɑ	1	12019813	tgl	Nasa Istarbak ako nitong kaunting maulap na maaraw, pero lumalamig, na umaga nang ika-27 ng Agosto ng 2023. May dala akong mga libro sa aking kambas na sako: isang Esperantong minidiksiyonaryo at ang Esperantong nobelang Tra Lando de Indianoj ni Tibor Sekelj, tungkol sa buhay sa gubat ng Brasil. Sa Istarbak, kumain din ako ng sanwits na beykon, Gouda, at itlog. Ginagaya ko si Greg. May mayelong itim na tsaa ako. Sa isang mesa naman ay si Dennis, yaong mestisong Aleman-Intsik, na naglalaro nang KenKen, isang matematikong larong katulad ng Sudoku. Iniisip ko naman sa mesa ko ang mga wikang guni-guni. Ang Esperanto at Interlingua ang mga magagamit na mahusay ngayong kanluranin. Pero, nagmumuni-muni ako tungkol sa Xoqolat ko, ang prototipo. Sa isip ko, dapat parang Chavacano o ibang kreyol ang super-duper na wikang guni-guni. Dapat hindi obligatoryo ang panahunan ng berbo. Manunulat kasi ako. Sa Tagalog, Hapon, at Tsino, walang panahunang gramatiko ang berbo, pero mayroong aspektong gramatiko. Dapat sa super-duper na wikang guni-guni, opsiyonal ang TAME, ang tiyempo, aspekto, modo, at ebidensiyal. Dapat may omnipredikatibidad ang mga salita katulad sa Mehikanong Nahuatl, o Aztec. Sa ibang tema, sabi ni Ka Chris, yaong palaging naglalakwatsa sa tabi ng serbeseriya, ay may banda raw kagabing kumakanta ng mga kanta nang dekadang 1970. (Ang pagbigkas ng "Gouda" pala ay /ˈɣɑu̯.daː/ na Olandes.)	nonong	2023-08-27 16:12:13	2023-08-27 18:44:19
603	0x25b	ɛ	1	12118781	tgl	Sa maulap na hapon nang ika-20 ng Oktubre ng 2023, nasa pizzeria na ako. Naroon ang mga tinderong si Sachet at si Navjot, parehong Taga-Indiya. Nagbrebreyk sa isang mesa si Sachet habang umiinom ako ng kolang pangdiyeta sa ibang mesa. Pumunta ako sa Istarbak para kumain ng isang sako ng patatas na tsip sa isang mesa. Sa labas, nakita kong nakaupo si Květa, yaong Tseka, at si Brian, yaong Eskoses. Tinanong ko si Květa ang pagbigkas ng pangalan niya: [ˈkvjɛta] pala. Sa isang tindahan, bumili ako ng isang plastikong sako ng mga rolyong tokwang may isda sa loob. Umuwi na ako. Sa bahay, may kalabasang pay ako. Noong isang araw, pinag-uusapan namin ni Brian ang bagong produkto sa tindahan sa gasolinahan: yaong Yerba Mate, sa lata. Tradisyonal na inumin ang Yerba Mate sa Timog Amerika.	nonong	2023-10-20 22:12:02	2023-10-20 22:40:01
611	0x263	ɣ	1	12019813	tgl	Nasa Istarbak ako nitong kaunting maulap na maaraw, pero lumalamig, na umaga nang ika-27 ng Agosto ng 2023. May dala akong mga libro sa aking kambas na sako: isang Esperantong minidiksiyonaryo at ang Esperantong nobelang Tra Lando de Indianoj ni Tibor Sekelj, tungkol sa buhay sa gubat ng Brasil. Sa Istarbak, kumain din ako ng sanwits na beykon, Gouda, at itlog. Ginagaya ko si Greg. May mayelong itim na tsaa ako. Sa isang mesa naman ay si Dennis, yaong mestisong Aleman-Intsik, na naglalaro nang KenKen, isang matematikong larong katulad ng Sudoku. Iniisip ko naman sa mesa ko ang mga wikang guni-guni. Ang Esperanto at Interlingua ang mga magagamit na mahusay ngayong kanluranin. Pero, nagmumuni-muni ako tungkol sa Xoqolat ko, ang prototipo. Sa isip ko, dapat parang Chavacano o ibang kreyol ang super-duper na wikang guni-guni. Dapat hindi obligatoryo ang panahunan ng berbo. Manunulat kasi ako. Sa Tagalog, Hapon, at Tsino, walang panahunang gramatiko ang berbo, pero mayroong aspektong gramatiko. Dapat sa super-duper na wikang guni-guni, opsiyonal ang TAME, ang tiyempo, aspekto, modo, at ebidensiyal. Dapat may omnipredikatibidad ang mga salita katulad sa Mehikanong Nahuatl, o Aztec. Sa ibang tema, sabi ni Ka Chris, yaong palaging naglalakwatsa sa tabi ng serbeseriya, ay may banda raw kagabing kumakanta ng mga kanta nang dekadang 1970. (Ang pagbigkas ng "Gouda" pala ay /ˈɣɑu̯.daː/ na Olandes.)	nonong	2023-08-27 16:12:13	2023-08-27 18:44:19
620	0x26c	ɬ	2	11262091	tgl	Ang Navajo ay Amerindiyong wika sa timog-kanluraning Estados Unidos. Maraming konsonante itong wika tulad ng ekstranyong /tɬʼ/ at /tʃʰ/.	nonong	2022-11-21 21:51:37	2022-11-21 21:51:37
643	0x283	ʃ	1	11262091	tgl	Ang Navajo ay Amerindiyong wika sa timog-kanluraning Estados Unidos. Maraming konsonante itong wika tulad ng ekstranyong /tɬʼ/ at /tʃʰ/.	nonong	2022-11-21 21:51:37	2022-11-21 21:51:37
658	0x292	ʒ	1	11262131	tgl	Ang wikang Haida ay Amerindiyong wika sa magubat na kapuluan ng Haida Gwaii sa Canada. Komplikado ang mga konsonante rito tulad ng /d̥͡ʒ̊/ at /nˀ/.	nonong	2022-11-22 01:00:10	2022-11-22 01:00:10
688	0x2b0	ʰ	2	11260622	tgl	Ang wikang Nuxalk o Bella Coola ay Amerindiyong wika sa Kanadyanong puweblo ng Bella Coola. Itong wika ay makakonsonante tulad ng salitang [t͡sʰkʰtʰskʷʰt͡sʰ]: "dumating siya."	nonong	2022-11-21 10:07:31	2022-11-21 10:07:31
695	0x2b7	ʷ	3	11260599	tgl	Ang wikang Lushootseed ay Amerindiyong wika ng diyalektong continuum ng ilang ngayong Salish na tribu sa estadong Washington. Marami itong ekstranyong konsonante tulad ng /tɬʼ/ at /qʷʼ/.	nonong	2022-11-21 09:52:47	2022-11-21 09:52:47
700	0x2bc	ʼ	3	11260599	tgl	Ang wikang Lushootseed ay Amerindiyong wika ng diyalektong continuum ng ilang ngayong Salish na tribu sa estadong Washington. Marami itong ekstranyong konsonante tulad ng /tɬʼ/ at /qʷʼ/.	nonong	2022-11-21 09:52:47	2022-11-21 09:52:47
704	0x2c0	ˀ	1	11262131	tgl	Ang wikang Haida ay Amerindiyong wika sa magubat na kapuluan ng Haida Gwaii sa Canada. Komplikado ang mga konsonante rito tulad ng /d̥͡ʒ̊/ at /nˀ/.	nonong	2022-11-22 01:00:10	2022-11-22 01:00:10
712	0x2c8	ˈ	2	12019813	tgl	Nasa Istarbak ako nitong kaunting maulap na maaraw, pero lumalamig, na umaga nang ika-27 ng Agosto ng 2023. May dala akong mga libro sa aking kambas na sako: isang Esperantong minidiksiyonaryo at ang Esperantong nobelang Tra Lando de Indianoj ni Tibor Sekelj, tungkol sa buhay sa gubat ng Brasil. Sa Istarbak, kumain din ako ng sanwits na beykon, Gouda, at itlog. Ginagaya ko si Greg. May mayelong itim na tsaa ako. Sa isang mesa naman ay si Dennis, yaong mestisong Aleman-Intsik, na naglalaro nang KenKen, isang matematikong larong katulad ng Sudoku. Iniisip ko naman sa mesa ko ang mga wikang guni-guni. Ang Esperanto at Interlingua ang mga magagamit na mahusay ngayong kanluranin. Pero, nagmumuni-muni ako tungkol sa Xoqolat ko, ang prototipo. Sa isip ko, dapat parang Chavacano o ibang kreyol ang super-duper na wikang guni-guni. Dapat hindi obligatoryo ang panahunan ng berbo. Manunulat kasi ako. Sa Tagalog, Hapon, at Tsino, walang panahunang gramatiko ang berbo, pero mayroong aspektong gramatiko. Dapat sa super-duper na wikang guni-guni, opsiyonal ang TAME, ang tiyempo, aspekto, modo, at ebidensiyal. Dapat may omnipredikatibidad ang mga salita katulad sa Mehikanong Nahuatl, o Aztec. Sa ibang tema, sabi ni Ka Chris, yaong palaging naglalakwatsa sa tabi ng serbeseriya, ay may banda raw kagabing kumakanta ng mga kanta nang dekadang 1970. (Ang pagbigkas ng "Gouda" pala ay /ˈɣɑu̯.daː/ na Olandes.)	nonong	2023-08-27 16:12:13	2023-08-27 18:44:19
720	0x2d0	ː	1	12019813	tgl	Nasa Istarbak ako nitong kaunting maulap na maaraw, pero lumalamig, na umaga nang ika-27 ng Agosto ng 2023. May dala akong mga libro sa aking kambas na sako: isang Esperantong minidiksiyonaryo at ang Esperantong nobelang Tra Lando de Indianoj ni Tibor Sekelj, tungkol sa buhay sa gubat ng Brasil. Sa Istarbak, kumain din ako ng sanwits na beykon, Gouda, at itlog. Ginagaya ko si Greg. May mayelong itim na tsaa ako. Sa isang mesa naman ay si Dennis, yaong mestisong Aleman-Intsik, na naglalaro nang KenKen, isang matematikong larong katulad ng Sudoku. Iniisip ko naman sa mesa ko ang mga wikang guni-guni. Ang Esperanto at Interlingua ang mga magagamit na mahusay ngayong kanluranin. Pero, nagmumuni-muni ako tungkol sa Xoqolat ko, ang prototipo. Sa isip ko, dapat parang Chavacano o ibang kreyol ang super-duper na wikang guni-guni. Dapat hindi obligatoryo ang panahunan ng berbo. Manunulat kasi ako. Sa Tagalog, Hapon, at Tsino, walang panahunang gramatiko ang berbo, pero mayroong aspektong gramatiko. Dapat sa super-duper na wikang guni-guni, opsiyonal ang TAME, ang tiyempo, aspekto, modo, at ebidensiyal. Dapat may omnipredikatibidad ang mga salita katulad sa Mehikanong Nahuatl, o Aztec. Sa ibang tema, sabi ni Ka Chris, yaong palaging naglalakwatsa sa tabi ng serbeseriya, ay may banda raw kagabing kumakanta ng mga kanta nang dekadang 1970. (Ang pagbigkas ng "Gouda" pala ay /ˈɣɑu̯.daː/ na Olandes.)	nonong	2023-08-27 16:12:13	2023-08-27 18:44:19
771	0x303	̃	11	11224221	tgl	Kaya ng̃a, Dalmacia, ako'y nag a-agap / guiliw na kapatid ng̃ pag hing̃ing tauad / sapagka't dí natin talastas ang oras / ng̃ kamatayan kong di na magluluat.	nonong	2022-11-02 22:46:04	2022-11-02 22:47:11
774	0x306	̆	1	10311335	tgl	Ang mga Eskimo ay taong indihenong sirkumpolar na tumitira sa Siberia, Alaska, Canada sa Norte, at Greenland. Ang salitang "Inuit" ay ginagamit sa Canada para sa mga Eskimo. Bago ng mga kombersiyong moderno, may dating mga relihiyong animistiko ang mga Eskimo. Ang dalawang prinsipal na uri ng Eskimo ay (1) ang Inuit na kabilang ang Iñupiat ng Alaska, Inuit ng Greenland, at Inuit ng Canada, at (2) ang Yupik o Yuit ng Siberia Oryental at Alaska. Ang salitang "Eskimo" ay akala'y galing sa Algonquian na "escheemau" para sa "tagakain ng hilaw na karne," pero may mga dalubwikang sabi ay galing daw sa Montagnais na "ayas̆kimew"—"tagalambat ng sapatos para sa niyebe." Hindi sigurado ang orihen. May estimasyong dumating nang ilang alon ang mga Eskimo sa Norteamerika galing Asya nang mga 14 600 BCE hanggang 7000 BCE. Hindi sigurado ang panahon. "Tuniit" ang salitang Inuktitut para sa mga ninuno ng mga Inuit.	nonong	2021-09-21 15:51:59	2021-09-21 16:13:59
778	0x30a	̊	1	11262131	tgl	Ang wikang Haida ay Amerindiyong wika sa magubat na kapuluan ng Haida Gwaii sa Canada. Komplikado ang mga konsonante rito tulad ng /d̥͡ʒ̊/ at /nˀ/.	nonong	2022-11-22 01:00:10	2022-11-22 01:00:10
781	0x30d	̍	1	10355221	tgl	May ilang sistema para isulat ang wikang Hokkien: mga logogramang may kasamang mga Bopomofo, mga logogramang may kasamang mga Katakana, mga logograma, mga logogramang may kasamang mga letrang Romano, at ilang sistemang ginagamit ang mga letrang Romano lamang: Pe̍h-ōe-jī (POJ), Bbánlám pìngyīm, Daighi tongiong pingim, Modernong Literal na Taywanes (MLT), Phofsit Daibuun, Tâi-uân Lô-má-jī Phing-im Hong-àn, at Taywang Lengguwaheng Ponetikong Alpabeto (TLPA). Mayroong hindi mababa sa 11 metodong pagsusulat ang wikang Hokkien.	nonong	2021-10-10 21:33:02	2021-10-10 21:33:02
805	0x325	̥	1	11262131	tgl	Ang wikang Haida ay Amerindiyong wika sa magubat na kapuluan ng Haida Gwaii sa Canada. Komplikado ang mga konsonante rito tulad ng /d̥͡ʒ̊/ at /nˀ/.	nonong	2022-11-22 01:00:10	2022-11-22 01:00:10
815	0x32f	̯	1	12019813	tgl	Nasa Istarbak ako nitong kaunting maulap na maaraw, pero lumalamig, na umaga nang ika-27 ng Agosto ng 2023. May dala akong mga libro sa aking kambas na sako: isang Esperantong minidiksiyonaryo at ang Esperantong nobelang Tra Lando de Indianoj ni Tibor Sekelj, tungkol sa buhay sa gubat ng Brasil. Sa Istarbak, kumain din ako ng sanwits na beykon, Gouda, at itlog. Ginagaya ko si Greg. May mayelong itim na tsaa ako. Sa isang mesa naman ay si Dennis, yaong mestisong Aleman-Intsik, na naglalaro nang KenKen, isang matematikong larong katulad ng Sudoku. Iniisip ko naman sa mesa ko ang mga wikang guni-guni. Ang Esperanto at Interlingua ang mga magagamit na mahusay ngayong kanluranin. Pero, nagmumuni-muni ako tungkol sa Xoqolat ko, ang prototipo. Sa isip ko, dapat parang Chavacano o ibang kreyol ang super-duper na wikang guni-guni. Dapat hindi obligatoryo ang panahunan ng berbo. Manunulat kasi ako. Sa Tagalog, Hapon, at Tsino, walang panahunang gramatiko ang berbo, pero mayroong aspektong gramatiko. Dapat sa super-duper na wikang guni-guni, opsiyonal ang TAME, ang tiyempo, aspekto, modo, at ebidensiyal. Dapat may omnipredikatibidad ang mga salita katulad sa Mehikanong Nahuatl, o Aztec. Sa ibang tema, sabi ni Ka Chris, yaong palaging naglalakwatsa sa tabi ng serbeseriya, ay may banda raw kagabing kumakanta ng mga kanta nang dekadang 1970. (Ang pagbigkas ng "Gouda" pala ay /ˈɣɑu̯.daː/ na Olandes.)	nonong	2023-08-27 16:12:13	2023-08-27 18:44:19
865	0x361	͡	2	11260622	tgl	Ang wikang Nuxalk o Bella Coola ay Amerindiyong wika sa Kanadyanong puweblo ng Bella Coola. Itong wika ay makakonsonante tulad ng salitang [t͡sʰkʰtʰskʷʰt͡sʰ]: "dumating siya."	nonong	2022-11-21 10:07:31	2022-11-21 10:07:31
952	0x3b8	θ	1	11265024	tgl	Ang wikang Halkomelem ay Amerindiyong Sentrong Salish na wikang sinasalita sa Islang Bangkuber at sa Lambak ng Ilog Fraser sa probinsiyang BC. May mga ekstranyong konsonante tulad ng /tθʼ/ at /χʷ/.	nonong	2022-11-24 04:24:13	2022-11-24 04:24:13
967	0x3c7	χ	1	11265024	tgl	Ang wikang Halkomelem ay Amerindiyong Sentrong Salish na wikang sinasalita sa Islang Bangkuber at sa Lambak ng Ilog Fraser sa probinsiyang BC. May mga ekstranyong konsonante tulad ng /tθʼ/ at /χʷ/.	nonong	2022-11-24 04:24:13	2022-11-24 04:24:13
5888	0x1700	ᜀ	6	8603779	tgl	ᜋᜄ᜔ᜆᜒᜏᜐᜌ᜔ ᜃᜓᜅ᜔ ᜀᜈᜓᜋᜈ᜔ ᜀᜅ᜔ ᜋᜅ᜔ᜌᜎᜒ᜵	Dusun_Les	2020-03-09 11:07:03	2020-03-09 11:07:03
5891	0x1703	ᜃ	4	8603779	tgl	ᜋᜄ᜔ᜆᜒᜏᜐᜌ᜔ ᜃᜓᜅ᜔ ᜀᜈᜓᜋᜈ᜔ ᜀᜅ᜔ ᜋᜅ᜔ᜌᜎᜒ᜵	Dusun_Les	2020-03-09 11:07:03	2020-03-09 11:07:03
5892	0x1704	ᜄ	4	8603755	tgl	ᜆᜒᜈᜏᜄᜈ᜔ ᜈᜒ ᜆᜓᜋ᜔ ᜐᜒ ᜋᜎᜒ᜵	Dusun_Les	2020-03-09 10:56:17	2020-03-09 10:56:17
5893	0x1705	ᜅ	5	8603752	tgl	ᜀᜅ᜔ ᜉᜄᜓᜅ᜔ ᜀᜌ᜔ ᜏᜎᜅ᜔ ᜅᜒᜉᜒᜈ᜔᜵	Dusun_Les	2020-03-09 10:55:15	2020-03-09 10:55:15
5894	0x1706	ᜆ	4	8603762	tgl	ᜈᜄ᜔ᜇᜓᜆ᜔ᜐ ᜀᜃᜓ ᜊᜄᜓ ᜋᜄ᜔-ᜀᜎ᜔ᜋᜓᜐᜎ᜔᜵	Dusun_Les	2020-03-09 11:01:36	2020-03-09 11:01:36
5895	0x1707	ᜇ	2	8603762	tgl	ᜈᜄ᜔ᜇᜓᜆ᜔ᜐ ᜀᜃᜓ ᜊᜄᜓ ᜋᜄ᜔-ᜀᜎ᜔ᜋᜓᜐᜎ᜔᜵	Dusun_Les	2020-03-09 11:01:36	2020-03-09 11:01:36
5896	0x1708	ᜈ	7	8603752	tgl	ᜀᜅ᜔ ᜉᜄᜓᜅ᜔ ᜀᜌ᜔ ᜏᜎᜅ᜔ ᜅᜒᜉᜒᜈ᜔᜵	Dusun_Les	2020-03-09 10:55:15	2020-03-09 10:55:15
5897	0x1709	ᜉ	3	8603773	tgl	ᜋᜑᜑᜈᜉ᜔ ᜋᜓ ᜀᜅ᜔ ᜎᜒᜊ᜔ᜎᜓ ᜐ ᜐᜒᜎᜒᜇ᜔-ᜀᜃ᜔ᜎᜆᜈ᜔᜵	Dusun_Les	2020-03-09 11:05:58	2020-03-09 11:05:58
5898	0x170a	ᜊ	4	8603746	tgl	ᜏᜎᜅ᜔ ᜉᜃᜒᜀᜎᜋ᜔ ᜀᜅ᜔ ᜈᜓᜊ᜔ᜌᜓ ᜃᜓ ᜐ ᜀᜃᜒᜈ᜔᜵	Dusun_Les	2020-03-09 10:51:53	2020-03-09 10:51:53
5899	0x170b	ᜋ	6	8603746	tgl	ᜏᜎᜅ᜔ ᜉᜃᜒᜀᜎᜋ᜔ ᜀᜅ᜔ ᜈᜓᜊ᜔ᜌᜓ ᜃᜓ ᜐ ᜀᜃᜒᜈ᜔᜵	Dusun_Les	2020-03-09 10:51:53	2020-03-09 10:51:53
5900	0x170c	ᜌ	4	8603752	tgl	ᜀᜅ᜔ ᜉᜄᜓᜅ᜔ ᜀᜌ᜔ ᜏᜎᜅ᜔ ᜅᜒᜉᜒᜈ᜔᜵	Dusun_Les	2020-03-09 10:55:15	2020-03-09 10:55:15
5902	0x170e	ᜎ	6	8603746	tgl	ᜏᜎᜅ᜔ ᜉᜃᜒᜀᜎᜋ᜔ ᜀᜅ᜔ ᜈᜓᜊ᜔ᜌᜓ ᜃᜓ ᜐ ᜀᜃᜒᜈ᜔᜵	Dusun_Les	2020-03-09 10:51:53	2020-03-09 10:51:53
5903	0x170f	ᜏ	4	8603779	tgl	ᜋᜄ᜔ᜆᜒᜏᜐᜌ᜔ ᜃᜓᜅ᜔ ᜀᜈᜓᜋᜈ᜔ ᜀᜅ᜔ ᜋᜅ᜔ᜌᜎᜒ᜵	Dusun_Les	2020-03-09 11:07:03	2020-03-09 11:07:03
5904	0x1710	ᜐ	6	8603755	tgl	ᜆᜒᜈᜏᜄᜈ᜔ ᜈᜒ ᜆᜓᜋ᜔ ᜐᜒ ᜋᜎᜒ᜵	Dusun_Les	2020-03-09 10:56:17	2020-03-09 10:56:17
5905	0x1711	ᜑ	1	8603773	tgl	ᜋᜑᜑᜈᜉ᜔ ᜋᜓ ᜀᜅ᜔ ᜎᜒᜊ᜔ᜎᜓ ᜐ ᜐᜒᜎᜒᜇ᜔-ᜀᜃ᜔ᜎᜆᜈ᜔᜵	Dusun_Les	2020-03-09 11:05:58	2020-03-09 11:05:58
5906	0x1712	ᜒ	6	8603755	tgl	ᜆᜒᜈᜏᜄᜈ᜔ ᜈᜒ ᜆᜓᜋ᜔ ᜐᜒ ᜋᜎᜒ᜵	Dusun_Les	2020-03-09 10:56:17	2020-03-09 10:56:17
5907	0x1713	ᜓ	7	8603755	tgl	ᜆᜒᜈᜏᜄᜈ᜔ ᜈᜒ ᜆᜓᜋ᜔ ᜐᜒ ᜋᜎᜒ᜵	Dusun_Les	2020-03-09 10:56:17	2020-03-09 10:56:17
5908	0x1714	᜔	7	8603752	tgl	ᜀᜅ᜔ ᜉᜄᜓᜅ᜔ ᜀᜌ᜔ ᜏᜎᜅ᜔ ᜅᜒᜉᜒᜈ᜔᜵	Dusun_Les	2020-03-09 10:55:15	2020-03-09 10:55:15
5941	0x1735	᜵	6	8603773	tgl	ᜋᜑᜑᜈᜉ᜔ ᜋᜓ ᜀᜅ᜔ ᜎᜒᜊ᜔ᜎᜓ ᜐ ᜐᜒᜎᜒᜇ᜔-ᜀᜃ᜔ᜎᜆᜈ᜔᜵	Dusun_Les	2020-03-09 11:05:58	2020-03-09 11:05:58
7747	0x1e43	ṃ	1	11207287	tgl	"Oṃ maṇi padme hūṃ" ay Sanskritong mantra sa Budismong ang ibig sabihin ay "Papuri sa hiyas sa lotus" at kondensadong porma ng mga tinuturo ng Budismo.	nonong	2022-10-26 02:25:27	2022-10-26 02:28:17
7751	0x1e47	ṇ	1	11207287	tgl	"Oṃ maṇi padme hūṃ" ay Sanskritong mantra sa Budismong ang ibig sabihin ay "Papuri sa hiyas sa lotus" at kondensadong porma ng mga tinuturo ng Budismo.	nonong	2022-10-26 02:25:27	2022-10-26 02:28:17
7789	0x1e6d	ṭ	6	11527178	tgl	Mas mahiwaga pa ang Tipiṭaka o Tatlong Basket ng Budismong Theravāda kaysa sa Bibliya ninyo po.	nonong	2023-02-11 04:42:53	2023-02-11 04:42:53
8211	0x2013	–	8	11537018	tgl	"Bakit?" ­– "Dahil diyan!"	qwertzu	2023-02-14 15:35:33	2023-02-14 15:35:33
8212	0x2014	—	22	11204238	tgl	Nakita ko si Michael na Danes-Pranses sa Isla Lulung parke nitong umaga nang ika-24 ng Oktubre ng 2022. Pinag-usapan namin muna ang mga pangngalang may mga kasarian sa Pranses at sa Kastila, tulad ng "le table" sa Pranses na maskulino ang halimbawa ni Michael. Sabi kong sa Pranses ay "la planète"—pemenino—pero sa Kastila ay "el planeta"—maskulino. Tapos, nagdigresyon kami tungkol sa Ekwasyon ni Drake tungkol sa probabilidad ng mga intelihenteng buhay sa ating galaksiya. Sabi kong milagro na kung mahahanap ang parang bakterya o bayrus lamang sa labas ng Tiyera. Dagdag kong nawa'y malaman natin kung ang buhay sa kosmos ay karaniwan o hindi habang umiiral pa tayo. Maraming mga relihiyoso ay hindi naniniwalang may buhay sa labas ng Tiyera. Palagay kong sa Kanluran ay ganoon.	nonong	2022-10-24 18:15:15	2022-10-24 18:23:36
8217	0x2019	’	3	10723323	tgl	Ika-22 ng Enero ng 2021 ngayon. Hanga ako kay multibilyunaryong Elon Musk. Ang talagang pag-asa niya ay sa kinabukasang maging "multiplanetaryang sibilisasyon" ang katauhan at napananatili ang enerhiya ng "mga mundo" natin. Ang kinatatakutan ni Elon Musk at ng pisikong Stephen Hawking ay ang pagsulong ng Artipisyal na Intelihensiya o AI na baka malampasan ang intelihensiya ng tao. Baka maging obsoleto ang tao. Sana’y hindi naman.	nonong	2022-03-17 19:08:40	2022-03-18 00:05:13
8220	0x201c	“	3	11733992	tgl	“Bingkéng” ang gustó niyáng tawag sa akin. / May barkadang panáy ang damó. / Sa usok ang damdamin. / Pinóy lahát tayo; alám mo? / Mas gustó ko ang pagkain.	nonong	2023-05-03 10:39:50	2023-05-03 10:39:50
8221	0x201d	”	3	11733992	tgl	“Bingkéng” ang gustó niyáng tawag sa akin. / May barkadang panáy ang damó. / Sa usok ang damdamin. / Pinóy lahát tayo; alám mo? / Mas gustó ko ang pagkain.	nonong	2023-05-03 10:39:50	2023-05-03 10:39:50
8722	0x2212	−	6	3620513	tgl	Ang katamtamang surpasyong temperatura sa Urano ay mga 76 K o −197.2 °C.	nonong	2014-11-10 06:41:04	2014-11-10 06:41:04
9633	0x25a1	□	1	5214015	tgl	Gusto mo bang maging aking kasintahan? □ Oo. □ Hindi. □ Siguro.	kanlaon	2016-06-15 02:13:38	2016-06-15 02:13:38
9773	0x262d	☭	1	2796547	tgl	Ang ☭ ay isang simbolo ng komunismo.	mervert1	2013-10-18 09:17:46	2013-10-18 09:17:51
19968	0x4e00	一	1	10311352	tgl	Ang "ichirei shikon" (一霊四魂) ang isang tema ng Shinto. Sa isang tao ay "isang espiritu at apat na kaluluwa." Bawat isa ng mga limang ito ay may sariling pungksiyon sa tao.	nonong	2021-09-21 16:01:25	2021-09-21 16:02:20
20320	0x4f60	你	1	11975457	tgl	Maaraw ngayong una ng Agosto ng 2023. Sa umaga sa tsaahan sa Isla Lulu, napanood ko ang pagsikat ng araw habang umiinom ako ng mayelong itim na tsaa. Ang mga barista ay si Sarah, yaong Anglo-Sahonang dating nasa Québec, at si Taryn, yaong isa pang Anglo-Sahona, pero matangkad. Naroon din si Dennis na mestisong Tsino-Alemang naglalaro ng Sudoku sa ibang mesang may mga de-kolor na pensil. Kumakain ako ng binalot na kesong feta, espinaka, at puti ng itlog. May dala akong mga libro sa aking kambas na sako: isang Esperantong minidiksiyonaryo at ang Esperantong nobelang Tra Lando de Indianoj ni Tibor Sekelj, tungkol sa buhay sa gubat ng Brasil. Sa bahay, sa aking tablet, binibisita ko ang iba-ibang lugar sa mundo nang mga imahen sa satelayt. Sa Ibaan sa Pilipinas, pook ng aking mga bakasyon sa pagkabata, may mga modernasyon na. May bagong tsaahang ang tawag ay Kū Chí Tea na may senyas sa logogramang Tsinong 苦你可 kǔ nǐ kě, "mapait puwede ka." Natatandaan kong may mga kalesa noong bata pa ako, pero ngayon ay mga dyip at traysikel na. Noong bata ako, natatandaan ko ang mga mabanas na araw at ang mga punong may kakaw. Marami pang bahay ay kawayan at kahoy lamang noon; ngayon ay semento. Ngayon, may restawrang Jollibee nang may Drive-Thru pa. Parang nasa Maynila na.	nonong	2023-08-01 20:52:16	2023-08-01 23:36:45
21487	0x53ef	可	1	11975457	tgl	Maaraw ngayong una ng Agosto ng 2023. Sa umaga sa tsaahan sa Isla Lulu, napanood ko ang pagsikat ng araw habang umiinom ako ng mayelong itim na tsaa. Ang mga barista ay si Sarah, yaong Anglo-Sahonang dating nasa Québec, at si Taryn, yaong isa pang Anglo-Sahona, pero matangkad. Naroon din si Dennis na mestisong Tsino-Alemang naglalaro ng Sudoku sa ibang mesang may mga de-kolor na pensil. Kumakain ako ng binalot na kesong feta, espinaka, at puti ng itlog. May dala akong mga libro sa aking kambas na sako: isang Esperantong minidiksiyonaryo at ang Esperantong nobelang Tra Lando de Indianoj ni Tibor Sekelj, tungkol sa buhay sa gubat ng Brasil. Sa bahay, sa aking tablet, binibisita ko ang iba-ibang lugar sa mundo nang mga imahen sa satelayt. Sa Ibaan sa Pilipinas, pook ng aking mga bakasyon sa pagkabata, may mga modernasyon na. May bagong tsaahang ang tawag ay Kū Chí Tea na may senyas sa logogramang Tsinong 苦你可 kǔ nǐ kě, "mapait puwede ka." Natatandaan kong may mga kalesa noong bata pa ako, pero ngayon ay mga dyip at traysikel na. Noong bata ako, natatandaan ko ang mga mabanas na araw at ang mga punong may kakaw. Marami pang bahay ay kawayan at kahoy lamang noon; ngayon ay semento. Ngayon, may restawrang Jollibee nang may Drive-Thru pa. Parang nasa Maynila na.	nonong	2023-08-01 20:52:16	2023-08-01 23:36:45
22235	0x56db	四	1	10311352	tgl	Ang "ichirei shikon" (一霊四魂) ang isang tema ng Shinto. Sa isang tao ay "isang espiritu at apat na kaluluwa." Bawat isa ng mga limang ito ay may sariling pungksiyon sa tao.	nonong	2021-09-21 16:01:25	2021-09-21 16:02:20
